StateName,County,Countyrate,City,Salestaxrate,AlachuaCounty,7%
New York,Orange County,8%,,,,
New York,Orleans County,8%,,,,
New York,Oswego County,8%,,,,
New York,Otsego County,8%,,,,
New York,Putnam County,8%,,,,
New York,Queens County,9%,,,,
New York,Rensselaer County,8%,,,,
New York,Richmond County,9%,,,,
New York,Rockland County,8%,,,,
New York,Saratoga County,7%,,,,
New York,Schenectady County,8%,,,,
New York,Schoharie County,8%,,,,
New York,Schuyler County,8%,,,,
New York,Seneca County,8%,,,,
New York,St Lawrence County,8%,,,,
New York,Steuben County,8%,,,,
New York,Suffolk County,9%,,,,
New York,Sullivan County,8%,,,,
New York,Tioga County,8%,,,,
New York,Tompkins County,8%,,,,
New York,Ulster County,8%,,,,
New York,Warren County,7%,,,,
New York,Washington County,7%,,,,
New York,Wayne County,8%,,,,
New York,Westchester County,9%,,,,
New York,Wyoming County,8%,,,,
New York,Yates County,8%,,,,
,,,,,,
,,,,,,
North Carolina,Alamance County,7%,,,,
North Carolina,Alexander County,7%,,,,
North Carolina,Alleghany County,7%,,,,
North Carolina,Anson County,7%,,,,
North Carolina,Ashe County,7%,,,,
North Carolina,Avery County,7%,,,,
North Carolina,Beaufort County,7%,,,,
North Carolina,Bertie County,7%,,,,
North Carolina,Bladen County,7%,,,,
North Carolina,Brunswick County,7%,,,,
North Carolina,Buncombe County,7%,,,,
North Carolina,Burke County,7%,,,,
North Carolina,Cabarrus County,7%,,,,
North Carolina,Caldwell County,7%,,,,
North Carolina,Camden County,7%,,,,
North Carolina,Carteret County,7%,,,,
North Carolina,Caswell County,7%,,,,
North Carolina,Catawba County,7%,,,,
North Carolina,Chatham County,7%,,,,
North Carolina,Cherokee County,7%,,,,
North Carolina,Chowan County,7%,,,,
North Carolina,Clay County,7%,,,,
North Carolina,Cleveland County,7%,,,,
North Carolina,Columbus County,7%,,,,
North Carolina,Craven County,7%,,,,
North Carolina,Cumberland County,7%,,,,
North Carolina,Currituck County,7%,,,,
North Carolina,Dare County,7%,,,,
North Carolina,Davidson County,7%,,,,
North Carolina,Davie County,7%,,,,
North Carolina,Duplin County,7%,,,,
North Carolina,Durham County,8%,,,,
North Carolina,Edgecombe County,7%,,,,
North Carolina,Forsyth County,7%,,,,
North Carolina,Franklin County,7%,,,,
North Carolina,Gaston County,7%,,,,
North Carolina,Gates County,7%,,,,
North Carolina,Graham County,7%,,,,
North Carolina,Granville County,7%,,,,
North Carolina,Greene County,7%,,,,
North Carolina,Guilford County,7%,,,,
North Carolina,Halifax County,7%,,,,
North Carolina,Harnett County,7%,,,,
North Carolina,Haywood County,7%,,,,
North Carolina,Henderson County,7%,,,,
North Carolina,Hertford County,7%,,,,
North Carolina,Hoke County,7%,,,,
North Carolina,Hyde County,7%,,,,
North Carolina,Iredell County,7%,,,,
North Carolina,Jackson County,7%,,,,
North Carolina,Johnston County,7%,,,,
North Carolina,Jones County,7%,,,,
North Carolina,Lee County,7%,,,,
North Carolina,Lenoir County,7%,,,,
North Carolina,Lincoln County,7%,,,,
North Carolina,Macon County,7%,,,,
North Carolina,Madison County,7%,,,,
North Carolina,Martin County,7%,,,,
North Carolina,Mcdowell County,7%,,,,
North Carolina,Mecklenburg County,7%,,,,
North Carolina,Mitchell County,7%,,,,
North Carolina,Montgomery County,7%,,,,
North Carolina,Moore County,7%,,,,
North Carolina,Nash County,7%,,,,
North Carolina,New Hanover County,7%,,,,
North Carolina,Northampton County,7%,,,,
North Carolina,Onslow County,7%,,,,
North Carolina,Orange County,8%,,,,
North Carolina,Pamlico County,7%,,,,
North Carolina,Pasquotank County,7%,,,,
North Carolina,Pender County,7%,,,,
North Carolina,Perquimans County,7%,,,,
North Carolina,Person County,8%,,,,
North Carolina,Pitt County,7%,,,,
North Carolina,Polk County,7%,,,,
North Carolina,Randolph County,7%,,,,
North Carolina,Richmond County,7%,,,,
North Carolina,Robeson County,7%,,,,
North Carolina,Rockingham County,7%,,,,
North Carolina,Rowan County,7%,,,,
North Carolina,Rutherford County,7%,,,,
North Carolina,Sampson County,7%,,,,
North Carolina,Scotland County,7%,,,,
North Carolina,Stanly County,7%,,,,
North Carolina,Stokes County,7%,,,,
North Carolina,Surry County,7%,,,,
North Carolina,Swain County,7%,,,,
North Carolina,Transylvania County,7%,,,,
North Carolina,Tyrrell County,7%,,,,
North Carolina,Union County,7%,,,,
North Carolina,Vance County,7%,,,,
North Carolina,Wake County,7%,,,,
North Carolina,Warren County,7%,,,,
North Carolina,Washington County,7%,,,,
North Carolina,Watauga County,7%,,,,
North Carolina,Wayne County,7%,,,,
North Carolina,Wilkes County,7%,,,,
North Carolina,Wilson County,7%,,,,
North Carolina,Yadkin County,7%,,,,
North Carolina,Yancey County,7%,,,,
,,,,,,
,,,,,,
North Dakota,Adams County,7%,,,,
North Dakota,Barnes County,7.50%,,,,
North Dakota,Benson County,7%,,,,
North Dakota,Billings County,5%,,,,
North Dakota,Bottineau County,7%,,,,
North Dakota,Bowman County,7%,,,,
North Dakota,Burke County,7%,,,,
North Dakota,Burleigh County,7%,,,,
North Dakota,Cass County,8%,,,,
North Dakota,Cavalier County,7%,,,,
North Dakota,Dickey County,7%,,,,
North Dakota,Divide County,8%,,,,
North Dakota,Dunn County,5%,,,,
North Dakota,Eddy County,8%,,,,
North Dakota,Emmons County,7%,,,,
North Dakota,Foster County,7%,,,,
North Dakota,Golden Valley County,6%,,,,
North Dakota,Grand Forks County,7%,,,,
North Dakota,Grant County,7%,,,,
North Dakota,Griggs County,7%,,,,
North Dakota,Hettinger County,8%,,,,
North Dakota,Kidder County,7%,,,,
North Dakota,Lamoure County,7%,,,,
North Dakota,Logan County,7%,,,,
North Dakota,Mchenry County,7%,,,,
North Dakota,Mcintosh County,7%,,,,
North Dakota,Mckenzie County,7%,,,,
North Dakota,Mclean County,7%,,,,
North Dakota,Mercer County,7%,,,,
North Dakota,Morton County,7%,,,,
North Dakota,Mountrail County,7%,,,,
North Dakota,Nelson County,7%,,,,
North Dakota,Oliver County,5%,,,,
North Dakota,Pembina County,8%,,,,
North Dakota,Pierce County,7%,,,,
North Dakota,Ramsey County,7%,,,,
North Dakota,Ransom County,8%,,,,
North Dakota,Renville County,7%,,,,
North Dakota,Richland County,8%,,,,
North Dakota,Rolette County,7%,,,,
North Dakota,Sargent County,8%,,,,
North Dakota,Sheridan County,5%,,,,
North Dakota,Sioux County,6%,,,,
North Dakota,Slope County,5%,,,,
North Dakota,Stark County,7%,,,,
North Dakota,Steele County,8%,,,,
North Dakota,Stutsman County,8%,,,,
North Dakota,Towner County,7%,,,,
North Dakota,Traill County,8%,,,,
North Dakota,Walsh County,8%,,,,
North Dakota,Ward County,8%,,,,
North Dakota,Wells County,7%,,,,
North Dakota,Williams County,9%,,,,
,,,,,,
,,,,,,
Ohio,Adams County,7%,,,,
Ohio,Allen County,7%,,,,
Ohio,Ashland County,7%,,,,
Ohio,Ashtabula County,7%,,,,
Ohio,Athens County,7%,,,,
Ohio,Auglaize County,7%,,,,
Ohio,Belmont County,7%,,,,
Ohio,Brown County,7%,,,,
Ohio,Butler County,7%,,,,
Ohio,Carroll County,7%,,,,
Ohio,Champaign County,7%,,,,
Ohio,Clark County,7%,,,,
Ohio,Clermont County,7%,,,,
Ohio,Clinton County,7%,,,,
Ohio,Columbiana County,7%,,,,
Ohio,Coshocton County,7%,,,,
Ohio,Crawford County,7%,,,,
Ohio,Cuyahoga County,8%,,,,
Ohio,Darke County,7%,,,,
Ohio,Defiance County,7%,,,,
Ohio,Delaware County,7%,,,,
Ohio,Erie County,7%,,,,
Ohio,Fairfield County,7%,,,,
Ohio,Fayette County,7%,,,,
Ohio,Franklin County,8%,,,,
Ohio,Fulton County,7%,,,,
Ohio,Gallia County,7%,,,,
Ohio,Geauga County,7%,,,,
Ohio,Greene County,7%,,,,
Ohio,Guernsey County,7%,,,,
Ohio,Hamilton County,8%,,,,
Ohio,Hancock County,7%,,,,
Ohio,Hardin County,7%,,,,
Ohio,Harrison County,7%,,,,
Ohio,Henry County,7%,,,,
Ohio,Highland County,7%,,,,
Ohio,Hocking County,7%,,,,
Ohio,Holmes County,7%,,,,
Ohio,Huron County,7%,,,,
Ohio,Jackson County,7%,,,,
Ohio,Jefferson County,7%,,,,
Ohio,Knox County,7%,,,,
Ohio,Lake County,7%,,,,
Ohio,Lawrence County,7%,,,,
Ohio,Licking County,7%,,,,
Ohio,Logan County,7%,,,,
Ohio,Lorain County,7%,,,,
Ohio,Lucas County,7%,,,,
Ohio,Madison County,7%,,,,
Ohio,Mahoning County,7%,,,,
Ohio,Marion County,7%,,,,
Ohio,Medina County,7%,,,,
Ohio,Meigs County,7%,,,,
Ohio,Mercer County,7%,,,,
Ohio,Miami County,7%,,,,
Ohio,Monroe County,7%,,,,
Ohio,Montgomery County,8%,,,,
Ohio,Morgan County,7%,,,,
Ohio,Morrow County,7%,,,,
Ohio,Muskingum County,7%,,,,
Ohio,Noble County,7%,,,,
Ohio,Ottawa County,7%,,,,
Ohio,Paulding County,7%,,,,
Ohio,Perry County,7%,,,,
Ohio,Pickaway County,7%,,,,
Ohio,Pike County,7%,,,,
Ohio,Portage County,7%,,,,
Ohio,Preble County,7%,,,,
Ohio,Putnam County,7%,,,,
Ohio,Richland County,7%,,,,
Ohio,Ross County,7%,,,,
Ohio,Sandusky County,7%,,,,
Ohio,Scioto County,7%,,,,
Ohio,Seneca County,7%,,,,
Ohio,Shelby County,7%,,,,
Ohio,Stark County,7%,,,,
Ohio,Summit County,7%,,,,
Ohio,Trumbull County,7%,,,,
Ohio,Tuscarawas County,7%,,,,
Ohio,Union County,7%,,,,
Ohio,Van Wert County,7%,,,,
Ohio,Vinton County,7%,,,,
Ohio,Warren County,7%,,,,
Ohio,Washington County,7%,,,,
Ohio,Wayne County,7%,,,,
Ohio,Williams County,7%,,,,
Ohio,Wood County,7%,,,,
Ohio,Wyandot County,7%,,,,
,,,,,,
,,,,,,
Oklahoma,Atoka County,6%,,,,
Oklahoma,Beaver County,10%,,,,
Oklahoma,Beckham County,10%,,,,
Oklahoma,Blaine County,10%,,,,
Oklahoma,Bryan County,9%,,,,
Oklahoma,Caddo County,11%,,,,
Oklahoma,Canadian County,10%,,,,
Oklahoma,Carter County,10%,,,,
Oklahoma,Cherokee County,10%,,,,
Oklahoma,Choctaw County,10%,,,,
Oklahoma,Cimarron County,10%,,,,
Oklahoma,Cleveland County,9%,,,,
Oklahoma,Coal County,10%,,,,
Oklahoma,Comanche County,9%,,,,
Oklahoma,Cotton County,10%,,,,
Oklahoma,Craig County,10%,,,,
Oklahoma,Creek County,11%,,,,
Oklahoma,Custer County,10%,,,,
Oklahoma,Delaware County,9%,,,,
Oklahoma,Dewey County,10%,,,,
Oklahoma,Ellis County,11%,,,,
Oklahoma,Garfield County,9%,,,,
Oklahoma,Garvin County,10%,,,,
Oklahoma,Grady County,10%,,,,
Oklahoma,Grant County,10%,,,,
Oklahoma,Greer County,10%,,,,
Oklahoma,Harmon County,11%,,,,
Oklahoma,Harper County,10%,,,,
Oklahoma,Haskell County,10%,,,,
Oklahoma,Hughes County,11%,,,,
Oklahoma,Jackson County,10%,,,,
Oklahoma,Jefferson County,10%,,,,
Oklahoma,Johnston County,10%,,,,
Oklahoma,Kay County,10%,,,,
Oklahoma,Kingfisher County,10%,,,,
Oklahoma,Kiowa County,9%,,,,
Oklahoma,Latimer County,6%,,,,
Oklahoma,Le Flore County,11%,,,,
Oklahoma,Lincoln County,10%,,,,
Oklahoma,Logan County,9%,,,,
Oklahoma,Love County,10%,,,,
Oklahoma,Major County,10%,,,,
Oklahoma,Marshall County,7%,,,,
Oklahoma,Mayes County,10%,,,,
Oklahoma,Mcclain County,10%,,,,
Oklahoma,Mccurtain County,9%,,,,
Oklahoma,Mcintosh County,11%,,,,
Oklahoma,Murray County,10%,,,,
Oklahoma,Muskogee County,10%,,,,
Oklahoma,Noble County,10%,,,,
Oklahoma,Nowata County,10%,,,,
Oklahoma,Okfuskee County,10%,,,,
Oklahoma,Oklahoma County,10%,,,,
Oklahoma,Okmulgee County,10%,,,,
Oklahoma,Osage County,10%,,,,
Oklahoma,Ottawa County,10%,,,,
Oklahoma,Pawnee County,10%,,,,
Oklahoma,Payne County,9%,,,,
Oklahoma,Pittsburg County,11%,,,,
Oklahoma,Pontotoc County,9%,,,,
Oklahoma,Pottawatomie County,10%,,,,
Oklahoma,Pushmataha County,10%,,,,
Oklahoma,Roger Mills County,9%,,,,
Oklahoma,Rogers County,10%,,,,
Oklahoma,Seminole County,10%,,,,
Oklahoma,Sequoyah County,10%,,,,
Oklahoma,Stephens County,9%,,,,
Oklahoma,Texas County,10%,,,,
Oklahoma,Tillman County,10%,,,,
Oklahoma,Tulsa County,10%,,,,
Oklahoma,Wagoner County,10%,,,,
Oklahoma,Washington County,9%,,,,
Oklahoma,Washita County,11%,,,,
Oklahoma,Woods County,9%,,,,
Oklahoma,Woodward County,9%,,,,
,,,,,,
,,,,,,
Oregon,,,,,,
,,,,,,
,,,,,,
Pennsylvania,Adams County,6%,,,,
Pennsylvania,Allegheny County,7%,,,,
Pennsylvania,Armstrong County,6%,,,,
Pennsylvania,Beaver County,6%,,,,
Pennsylvania,Bedford County,6%,,,,
Pennsylvania,Berks County,6%,,,,
Pennsylvania,Blair County,6%,,,,
Pennsylvania,Bradford County,6%,,,,
Pennsylvania,Bucks County,6%,,,,
Pennsylvania,Butler County,6%,,,,
Pennsylvania,Cambria County,6%,,,,
Pennsylvania,Cameron County,6%,,,,
Pennsylvania,Carbon County,6%,,,,
Pennsylvania,Centre County,6%,,,,
Pennsylvania,Chester County,6%,,,,
Pennsylvania,Clarion County,6%,,,,
Pennsylvania,Clearfield County,6%,,,,
Pennsylvania,Clinton County,6%,,,,
Pennsylvania,Columbia County,6%,,,,
Pennsylvania,Crawford County,6%,,,,
Pennsylvania,Cumberland County,6%,,,,
Pennsylvania,Dauphin County,6%,,,,
Pennsylvania,Delaware County,6%,,,,
Pennsylvania,Elk County,6%,,,,
Pennsylvania,Erie County,6%,,,,
Pennsylvania,Fayette County,6%,,,,
Pennsylvania,Forest County,6%,,,,
Pennsylvania,Franklin County,6%,,,,
Pennsylvania,Fulton County,6%,,,,
Pennsylvania,Greene County,6%,,,,
Pennsylvania,Huntingdon County,6%,,,,
Pennsylvania,Indiana County,6%,,,,
Pennsylvania,Jefferson County,6%,,,,
Pennsylvania,Juniata County,6%,,,,
Pennsylvania,Lackawanna County,6%,,,,
Pennsylvania,Lancaster County,6%,,,,
Pennsylvania,Lawrence County,6%,,,,
Pennsylvania,Lebanon County,6%,,,,
Pennsylvania,Lehigh County,6%,,,,
Pennsylvania,Luzerne County,6%,,,,
Pennsylvania,Lycoming County,6%,,,,
Pennsylvania,Mahoning County,6%,,,,
Pennsylvania,Mckean County,6%,,,,
Pennsylvania,Mercer County,6%,,,,
Pennsylvania,Mifflin County,6%,,,,
Pennsylvania,Monongalia County,6%,,,,
Pennsylvania,Monroe County,6%,,,,
Pennsylvania,Montgomery County,6%,,,,
Pennsylvania,Montour County,6%,,,,
Pennsylvania,Northampton County,6%,,,,
Pennsylvania,Northumberland County,6%,,,,
Pennsylvania,Perry County,6%,,,,
Pennsylvania,Philadelphia County,8%,,,,
Pennsylvania,Pike County,6%,,,,
Pennsylvania,Potter County,6%,,,,
Pennsylvania,Schuylkill County,6%,,,,
Pennsylvania,Snyder County,6%,,,,
Pennsylvania,Somerset County,6%,,,,
Pennsylvania,Sullivan County,6%,,,,
Pennsylvania,Susquehanna County,6%,,,,
Pennsylvania,Tioga County,6%,,,,
Pennsylvania,Union County,6%,,,,
Pennsylvania,Venango County,6%,,,,
Pennsylvania,Warren County,6%,,,,
Pennsylvania,Washington County,6%,,,,
Pennsylvania,Wayne County,6%,,,,
Pennsylvania,Westmoreland County,6%,,,,
Pennsylvania,Wyoming County,6%,,,,
Pennsylvania,York County,6%,,,,
,,,,,,
,,,,,,
Puerto Rico,Aleutians East Borough,6%,,,,
Puerto Rico,Aleutians West Census Area,4%,,,,
Puerto Rico,Anchorage Borough,N/A,,,,
Puerto Rico,Bethel Census Area,6%,,,,
Puerto Rico,Bristol Bay Borough,N/A,,,,
Puerto Rico,Denali Borough,N/A,,,,
Puerto Rico,Dillingham Census Area,6%,,,,
Puerto Rico,Fairbanks North Star Borough,N/A,,,,
Puerto Rico,Haines Borough,4%,,,,
Puerto Rico,Hoonah-Angoon Borough,7%,,,,
Puerto Rico,Juneau Borough,5%,,,,
Puerto Rico,Kenai Peninsula Borough,8%,,,,
Puerto Rico,Ketchikan Gateway Borough,7%,,,,
Puerto Rico,Kodiak Island Borough,7%,,,,
Puerto Rico,Lake And Peninsula Borough,6%,,,,
Puerto Rico,Matanuska-Susitna Borough,3%,,,,
Puerto Rico,Nome Census Area,5%,,,,
Puerto Rico,North Slope Borough,3%,,,,
Puerto Rico,Northwest Arctic Borough,7%,,,,
Puerto Rico,Petersburg Borough,6%,,,,
Puerto Rico,Prince Of Wales-Outer Ketchikan Borough,7%,,,,
Puerto Rico,Sitka Borough,5%,,,,
Puerto Rico,Skagway Borough,3%,,,,
Puerto Rico,Southeast Fairbanks Census Area,N/A,,,,
Puerto Rico,Valdez-Cordova Census Area,6%,,,,
Puerto Rico,Wade Hampton Census Area,6%,,,,
Puerto Rico,Wrangell Borough,7%,,,,
Puerto Rico,Yakutat Borough,5%,,,,
Puerto Rico,Yukon-Koyukuk Census Area,4%,,,,
Puerto Rico,Autauga County,10%,,,,
Puerto Rico,Baldwin County,10%,,,,
Puerto Rico,Barbour County,10%,,,,
Puerto Rico,Bibb County,10%,,,,
Puerto Rico,Blount County,10%,,,,
Puerto Rico,Bullock County,7%,,,,
Puerto Rico,Butler County,8%,,,,
Puerto Rico,Calhoun County,10%,,,,
Puerto Rico,Chambers County,10%,,,,
Puerto Rico,Cherokee County,8%,,,,
Puerto Rico,Chilton County,10%,,,,
Puerto Rico,Choctaw County,10%,,,,
Puerto Rico,Clarke County,10%,,,,
Puerto Rico,Clay County,6%,,,,
Puerto Rico,Cleburne County,8%,,,,
Puerto Rico,Coffee County,9%,,,,
Puerto Rico,Colbert County,9%,,,,
Puerto Rico,Conecuh County,6%,,,,
Puerto Rico,Coosa County,9%,,,,
Puerto Rico,Covington County,10%,,,,
Puerto Rico,Crenshaw County,8%,,,,
Puerto Rico,Cullman County,9%,,,,
Puerto Rico,Dale County,10%,,,,
Puerto Rico,Dallas County,10%,,,,
Puerto Rico,Dekalb County,9%,,,,
Puerto Rico,Elmore County,10%,,,,
Puerto Rico,Escambia County,10%,,,,
Puerto Rico,Etowah County,10%,,,,
Puerto Rico,Fayette County,9%,,,,
Puerto Rico,Franklin County,9%,,,,
Puerto Rico,Geneva County,10%,,,,
Puerto Rico,Greene County,10%,,,,
Puerto Rico,Hale County,7%,,,,
Puerto Rico,Henry County,9%,,,,
Puerto Rico,Houston County,9%,,,,
Puerto Rico,Jackson County,9%,,,,
Puerto Rico,Jefferson County,10%,,,,
Puerto Rico,Lamar County,6%,,,,
Puerto Rico,Lauderdale County,10%,,,,
Puerto Rico,Lawrence County,7%,,,,
Puerto Rico,Lee County,10%,,,,
Puerto Rico,Limestone County,9%,,,,
Puerto Rico,Lowndes County,11%,,,,
Puerto Rico,Macon County,12%,,,,
Puerto Rico,Madison County,9%,,,,
Puerto Rico,Marengo County,9%,,,,
Puerto Rico,Marion County,10%,,,,
Puerto Rico,Marshall County,9%,,,,
Puerto Rico,Mobile County,10%,,,,
Puerto Rico,Monroe County,10%,,,,
Puerto Rico,Montgomery County,10%,,,,
Puerto Rico,Morgan County,9%,,,,
Puerto Rico,Perry County,10%,,,,
Puerto Rico,Pickens County,9%,,,,
Puerto Rico,Pike County,10%,,,,
Puerto Rico,Randolph County,7%,,,,
Puerto Rico,Russell County,10%,,,,
Puerto Rico,Shelby County,10%,,,,
Puerto Rico,St Clair County,10%,,,,
Puerto Rico,Sumter County,11%,,,,
Puerto Rico,Talladega County,10%,,,,
Puerto Rico,Tallapoosa County,10%,,,,
Puerto Rico,Tuscaloosa County,10%,,,,
Puerto Rico,Walker County,10%,,,,
Puerto Rico,Washington County,5%,,,,
Puerto Rico,Wilcox County,9%,,,,
Puerto Rico,Winston County,10%,,,,
Puerto Rico,Arkansas County,11%,,,,
Puerto Rico,Ashley County,10%,,,,
Puerto Rico,Baxter County,10%,,,,
Puerto Rico,Benton County,10%,,,,
Puerto Rico,Boone County,10%,,,,
Puerto Rico,Bradley County,10%,,,,
Puerto Rico,Calhoun County,10%,,,,
Puerto Rico,Carroll County,7%,,,,
Puerto Rico,Chicot County,11%,,,,
Puerto Rico,Clark County,10%,,,,
Puerto Rico,Clay County,10%,,,,
Puerto Rico,Cleburne County,9%,,,,
Puerto Rico,Cleveland County,10%,,,,
Puerto Rico,Columbia County,10%,,,,
Puerto Rico,Conway County,11%,,,,
Puerto Rico,Craighead County,11%,,,,
Puerto Rico,Crawford County,9%,,,,
Puerto Rico,Crittenden County,10%,,,,
Puerto Rico,Cross County,11%,,,,
Puerto Rico,Dallas County,10%,,,,
Puerto Rico,Desha County,11%,,,,
Puerto Rico,Drew County,10%,,,,
Puerto Rico,Faulkner County,9%,,,,
Puerto Rico,Franklin County,10%,,,,
Puerto Rico,Fulton County,10%,,,,
Puerto Rico,Garland County,10%,,,,
Puerto Rico,Grant County,8%,,,,
Puerto Rico,Greene County,9%,,,,
Puerto Rico,Hempstead County,11%,,,,
Puerto Rico,Hot Spring County,8%,,,,
Puerto Rico,Howard County,10%,,,,
Puerto Rico,Independence County,10%,,,,
Puerto Rico,Izard County,9%,,,,
Puerto Rico,Jackson County,10%,,,,
Puerto Rico,Jefferson County,10%,,,,
Puerto Rico,Johnson County,9%,,,,
Puerto Rico,Lafayette County,10%,,,,
Puerto Rico,Lawrence County,11%,,,,
Puerto Rico,Lee County,10%,,,,
Puerto Rico,Lincoln County,12%,,,,
Puerto Rico,Little River County,11%,,,,
Puerto Rico,Logan County,10%,,,,
Puerto Rico,Lonoke County,11%,,,,
Puerto Rico,Madison County,9%,,,,
Puerto Rico,Marion County,10%,,,,
Puerto Rico,Miller County,10%,,,,
Puerto Rico,Mississippi County,11%,,,,
Puerto Rico,Monroe County,10%,,,,
Puerto Rico,Montgomery County,10%,,,,
Puerto Rico,Nevada County,10%,,,,
Puerto Rico,Newton County,10%,,,,
Puerto Rico,Ouachita County,11%,,,,
Puerto Rico,Perry County,9%,,,,
Puerto Rico,Phillips County,11%,,,,
Puerto Rico,Pike County,10%,,,,
Puerto Rico,Poinsett County,11%,,,,
Puerto Rico,Polk County,10%,,,,
Puerto Rico,Pope County,9%,,,,
Puerto Rico,Prairie County,11%,,,,
Puerto Rico,Pulaski County,10%,,,,
Puerto Rico,Randolph County,8%,,,,
Puerto Rico,Saline County,10%,,,,
Puerto Rico,Scott County,9%,,,,
Puerto Rico,Searcy County,9%,,,,
Puerto Rico,Sebastian County,10%,,,,
Puerto Rico,Sevier County,11%,,,,
Puerto Rico,Sharp County,10%,,,,
Puerto Rico,St Francis County,11%,,,,
Puerto Rico,Stone County,8%,,,,
Puerto Rico,Union County,10%,,,,
Puerto Rico,Van Buren County,10%,,,,
Puerto Rico,Washington County,11%,,,,
Puerto Rico,White County,10%,,,,
Puerto Rico,Woodruff County,10%,,,,
Puerto Rico,Yell County,8%,,,,
Puerto Rico,Apache County,9%,,,,
Puerto Rico,Cochise County,10%,,,,
Puerto Rico,Coconino County,11%,,,,
Puerto Rico,Gila County,10%,,,,
Puerto Rico,Graham County,9%,,,,
Puerto Rico,Greenlee County,9%,,,,
Puerto Rico,La Paz County,10%,,,,
Puerto Rico,Maricopa County,10%,,,,
Puerto Rico,Mohave County,9%,,,,
Puerto Rico,Navajo County,9%,,,,
Puerto Rico,Pima County,11%,,,,
Puerto Rico,Pinal County,11%,,,,
Puerto Rico,Santa Cruz County,9%,,,,
Puerto Rico,Yavapai County,10%,,,,
Puerto Rico,Yuma County,11%,,,,
Puerto Rico,Alameda County,11%,,,,
Puerto Rico,Alpine County,7%,,,,
Puerto Rico,Amador County,8%,,,,
Puerto Rico,Butte County,8%,,,,
Puerto Rico,Calaveras County,8%,,,,
Puerto Rico,Colusa County,8%,,,,
Puerto Rico,Contra Costa County,10%,,,,
Puerto Rico,Del Norte County,9%,,,,
Puerto Rico,El Dorado County,9%,,,,
Puerto Rico,Fresno County,9%,,,,
Puerto Rico,Glenn County,8%,,,,
Puerto Rico,Humboldt County,9%,,,,
Puerto Rico,Imperial County,8%,,,,
Puerto Rico,Inyo County,9%,,,,
Puerto Rico,Kern County,8%,,,,
Puerto Rico,Kings County,8%,,,,
Puerto Rico,Lake County,9%,,,,
Puerto Rico,Lassen County,7%,,,,
Puerto Rico,Los Angeles County,11%,,,,
Puerto Rico,Madera County,9%,,,,
Puerto Rico,Marin County,9%,,,,
Puerto Rico,Mariposa County,8%,,,,
Puerto Rico,Mendocino County,9%,,,,
Puerto Rico,Merced County,9%,,,,
Puerto Rico,Modoc County,7%,,,,
Puerto Rico,Mono County,8%,,,,
Puerto Rico,Monterey County,10%,,,,
Puerto Rico,Napa County,8%,,,,
Puerto Rico,Nevada County,9%,,,,
Puerto Rico,Orange County,9%,,,,
Puerto Rico,Placer County,8%,,,,
Puerto Rico,Plumas County,8%,,,,
Puerto Rico,Riverside County,9%,,,,
Puerto Rico,Sacramento County,9%,,,,
Puerto Rico,San Benito County,9%,,,,
Puerto Rico,San Bernardino County,9%,,,,
Puerto Rico,San Diego County,9%,,,,
Puerto Rico,San Francisco County,9%,,,,
Puerto Rico,San Joaquin County,9%,,,,
Puerto Rico,San Luis Obispo County,9%,,,,
Puerto Rico,San Mateo County,10%,,,,
Puerto Rico,Santa Barbara County,9%,,,,
Puerto Rico,Santa Clara County,9%,,,,
Puerto Rico,Santa Cruz County,10%,,,,
Puerto Rico,Shasta County,8%,,,,
Puerto Rico,Sierra County,8%,,,,
Puerto Rico,Siskiyou County,8%,,,,
Puerto Rico,Solano County,8%,,,,
Puerto Rico,Sonoma County,10%,,,,
Puerto Rico,Stanislaus County,9%,,,,
Puerto Rico,Sutter County,7%,,,,
Puerto Rico,Tehama County,8%,,,,
Puerto Rico,Trinity County,7%,,,,
Puerto Rico,Tulare County,9%,,,,
Puerto Rico,Tuolumne County,7%,,,,
Puerto Rico,Ventura County,9%,,,,
Puerto Rico,Yolo County,8%,,,,
Puerto Rico,Yuba County,8%,,,,
Puerto Rico,Adams County,9%,,,,
Puerto Rico,Alamosa County,8%,,,,
Puerto Rico,Arapahoe County,9%,,,,
Puerto Rico,Archuleta County,7%,,,,
Puerto Rico,Baca County,5%,,,,
Puerto Rico,Bent County,7%,,,,
Puerto Rico,Boulder County,9%,,,,
Puerto Rico,Broomfield County,8%,,,,
Puerto Rico,Chaffee County,9%,,,,
Puerto Rico,Cheyenne County,5%,,,,
Puerto Rico,Clear Creek County,10%,,,,
Puerto Rico,Conejos County,4%,,,,
Puerto Rico,Costilla County,4%,,,,
Puerto Rico,Crowley County,7%,,,,
Puerto Rico,Custer County,5%,,,,
Puerto Rico,Delta County,9%,,,,
Puerto Rico,Denver County,9%,,,,
Puerto Rico,Dolores County,8%,,,,
Puerto Rico,Douglas County,8%,,,,
Puerto Rico,Eagle County,9%,,,,
Puerto Rico,El Paso County,9%,,,,
Puerto Rico,Elbert County,5%,,,,
Puerto Rico,Fremont County,9%,,,,
Puerto Rico,Garfield County,9%,,,,
Puerto Rico,Gilpin County,9%,,,,
Puerto Rico,Grand County,11%,,,,
Puerto Rico,Gunnison County,10%,,,,
Puerto Rico,Hinsdale County,8%,,,,
Puerto Rico,Huerfano County,9%,,,,
Puerto Rico,Jackson County,7%,,,,
Puerto Rico,Jefferson County,8%,,,,
