StateName,County,Countyrate,City,Salestaxrate,AlachuaCounty,7%
Colorado,,,,,,
Colorado,,,,,,
Colorado,El Paso County,9.03%,Colorado Springs,8.20%,Colorado Springs,
Colorado,,,Colorado Springs,5.13%,El Paso County / Rta,
Colorado,,,Monument,5.13%,El Paso County / Rta,
Colorado,,,Fountain,7.53%,Fountain,
Colorado,,,Peyton,5.13%,El Paso County / Rta,
Colorado,,,Calhan,5.13%,El Paso County / Rta,
Colorado,,,Manitou Springs,9.03%,Manitou Springs,
Colorado,,,U S A F Academy,5.13%,El Paso County / Rta,
Colorado,,,Palmer Lake,7.13%,Palmer Lake,
Colorado,,,Cascade,5.13%,El Paso County / Rta,
Colorado,,,Yoder,5.13%,El Paso County / Rta,
Colorado,,,Green Mountain Falls,8.13%,Green Mtn Falls (El Paso Co),
Colorado,,,Ramah,3.90%,Elbert County,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Elbert County,5.13%,Elizabeth,3.90%,Elbert County,
Colorado,,,Elbert,5.13%,El Paso County / Rta,
Colorado,,,Kiowa,3.90%,Elbert County,
Colorado,,,Simla,3.90%,Elbert County,
Colorado,,,Agate,3.90%,Elbert County,
Colorado,,,Matheson,3.90%,Elbert County,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Fremont County,8.65%,Canon City,8.40%,Canon,
Colorado,,,Florence,7.90%,Florence,
Colorado,,,Penrose,5.40%,Fremont County,
Colorado,,,Cotopaxi,5.40%,Fremont County,
Colorado,,,Howard,5.40%,Fremont County,
Colorado,,,Coaldale,5.40%,Fremont County,
Colorado,,,Hillside,8.65%,Salida,
Colorado,,,Rockvale,5.40%,Rockvale,
Colorado,,,Coal Creek,5.40%,Coal Creek,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Garfield County,8.60%,Glenwood Springs,8.60%,Glenwood Springs,
Colorado,,,Rifle,8.15%,Rifle,
Colorado,,,New Castle,3.90%,Garfield County,
Colorado,,,Parachute,3.90%,Garfield County,
Colorado,,,Silt,3.90%,Garfield County,
Colorado,,,De Beque,7.27%,De Beque,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Gilpin County,8.90%,Black Hawk,2.90%,Gilpin County,
Colorado,,,Central City,8.90%,Central,
Colorado,,,Rollinsville,2.90%,Gilpin County,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Grand County,11.20%,Granby,8.20%,Granby,
Colorado,,,Fraser,9.20%,Fraser,
Colorado,,,Kremmling,4.20%,Grand County,
Colorado,,,Winter Park,11.20%,Winter Park,
Colorado,,,Grand Lake,4.20%,Grand County,
Colorado,,,Tabernash,4.20%,Grand County,
Colorado,,,Hot Sulphur Springs,8.20%,Hot Sulphur Spgs,
Colorado,,,Parshall,4.20%,Grand County,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Gunnison County,9.90%,Gunnison,8.90%,Gunnison,
Colorado,,,Crested Butte,4.90%,Gunnison Co Tr,
Colorado,,,Almont,4.90%,Gunnison Co Tr,
Colorado,,,Parlin,4.90%,Gunnison Co Tr,
Colorado,,,Pitkin,6.90%,Pitkin,
Colorado,,,Cimarron,4.90%,Gunnison Co Tr,
Colorado,,,Somerset,4.90%,Gunnison Co Tr,
Colorado,,,Ohio City,4.90%,Gunnison Co Tr,
Colorado,,,Powderhorn,4.90%,Gunnison Co Tr,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Hinsdale County,7.90%,Lake City,7.90%,Hinsdale County,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Huerfano County,8.90%,Walsenburg,8.90%,Walsenburg,
Colorado,,,La Veta,5.90%,Huerfano County,
Colorado,,,Gardner,5.90%,Huerfano County,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Jackson County,8.90%,Walden,6.90%,Jackson County,
Colorado,,,Rand,6.90%,Jackson County,
Colorado,,,Cowdrey,6.90%,Jackson County,
Colorado,,,Coalmont,6.90%,Jackson County,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Jefferson County,8.35%,Denver,7.50%,Lakewood,
Colorado,,,Arvada,7.96%,Arvada (Jefferson Co),
Colorado,,,Littleton,5.00%,Jefferson Co S E Lid,
Colorado,,,Golden,4.50%,Jefferson Co Remainder,
Colorado,,,Broomfield,8.35%,Westminster (Jefferson Co),
Colorado,,,Evergreen,4.50%,Jefferson Co Remainder,
Colorado,,,Wheat Ridge,8.00%,Wheat Ridge,
Colorado,,,Morrison,4.50%,Jefferson Co Remainder,
Colorado,,,Conifer,4.50%,Jefferson Co Remainder,
Colorado,,,Pine,4.50%,Jefferson Co Remainder,
Colorado,,,Indian Hills,4.50%,Jefferson Co Remainder,
Colorado,,,Golden,7.50%,Golden,
Colorado,,,Kittredge,4.50%,Jefferson Co Remainder,
Colorado,,,Idledale,4.50%,Jefferson Co Remainder,
Colorado,,,Buffalo Creek,4.50%,Jefferson Co Remainder,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Kit Carson County,4.90%,Eads,4.90%,Eads,
Colorado,,,Haswell,2.90%,Kiowa County,
Colorado,,,Arlington,2.90%,Kiowa County,
Colorado,,,Sheridan Lake,2.90%,Kiowa County,
Colorado,,,,,,
Colorado,,,,,,
Colorado,La Plata County,8.40%,Burlington,4.90%,Burlington,
Colorado,,,Stratton,2.90%,Kit Carson County,
Colorado,,,Flagler,4.90%,Flagler,
Colorado,,,Vona,2.90%,Kit Carson County,
Colorado,,,Bethune,2.90%,Kit Carson County,
Colorado,,,Seibert,2.90%,Kit Carson County,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Lake County,6.90%,Durango,8.40%,Durango,
Colorado,,,Bayfield,4.90%,La Plata County,
Colorado,,,Durango,4.90%,La Plata County,
Colorado,,,Ignacio,4.90%,La Plata County,
Colorado,,,Hesperus,4.90%,La Plata County,
Colorado,,,Marvel,4.90%,La Plata County,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Larimer County,8.70%,Fort Collins,7.55%,Fort Collins,
Colorado,,,Loveland,6.70%,Loveland,
Colorado,,,Berthoud,7.70%,Berthoud,
Colorado,,,Estes Park,8.70%,Estes Park,
Colorado,,,Wellington,6.70%,Wellington,
Colorado,,,Laporte,3.70%,Larimer,
Colorado,,,Bellvue,3.70%,Larimer,
Colorado,,,Livermore,3.70%,Larimer,
Colorado,,,Red Feather Lakes,3.70%,Larimer,
Colorado,,,Timnath,6.70%,Timnath,
Colorado,,,Drake,3.70%,Estes Park Local Marketing District,
Colorado,,,Estes Park,3.70%,Estes Park Local Marketing District,
Colorado,,,Glen Haven,3.70%,Estes Park Local Marketing District,
Colorado,,,Masonville,3.70%,Larimer,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Las Animas County,8.40%,Trinidad,8.40%,Trinidad,
Colorado,,,Aguilar,4.40%,Las Animas County,
Colorado,,,Weston,4.40%,Las Animas County,
Colorado,,,Kim,4.40%,Las Animas County,
Colorado,,,Model,4.40%,Las Animas County,
Colorado,,,Hoehne,4.40%,Las Animas County,
Colorado,,,Branson,4.40%,Las Animas County,
Colorado,,,Boncarbo,4.40%,Las Animas County,
Colorado,,,Trinchera,4.40%,Las Animas County,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Lincoln County,7.65%,Limon,7.65%,Limon,
Colorado,,,Hugo,4.90%,Lincoln County,
Colorado,,,Rush,5.13%,El Paso County / Rta,
Colorado,,,Genoa,4.90%,Lincoln County,
Colorado,,,Limon,4.90%,Lincoln County,
Colorado,,,Arriba,4.90%,Arriba,
Colorado,,,Karval,4.90%,Lincoln County,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Logan County,7%,Sterling,7.00%,Sterling,
Colorado,,,Merino,3.90%,Logan County,
Colorado,,,Fleming,3.90%,Logan County,
Colorado,,,Iliff,3.90%,Logan County,
Colorado,,,Crook,3.90%,Logan County,
Colorado,,,Peetz,3.90%,Logan County,
Colorado,,,Atwood,3.90%,Logan County,
Colorado,,,Padroni,3.90%,Logan County,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Mesa County,8.52%,Grand Junction,5.27%,Mesa County,
Colorado,,,Grand Junction,8.52%,Grand Junction,
Colorado,,,Fruita,8.27%,Fruita,
Colorado,,,Clifton,5.27%,Mesa County,
Colorado,,,Palisade,7.27%,Palisade,
Colorado,,,Loma,5.27%,Mesa County,
Colorado,,,Whitewater,5.27%,Mesa County,
Colorado,,,Collbran,5.27%,Mesa County,
Colorado,,,Mack,5.27%,Mesa County,
Colorado,,,Mesa,5.27%,Mesa County,
Colorado,,,Glade Park,5.27%,Mesa County,
Colorado,,,Molina,5.27%,Mesa County,
Colorado,,,Gateway,5.27%,Mesa County,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Mineral County,5.50%,Creede,5.50%,Mineral County,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Moffat County,5.50%,Craig,8.90%,Craig,
Colorado,,,Slater,4.90%,Moffat County Local Marketing District,
Colorado,,,Maybell,4.90%,Moffat County Local Marketing District,
Colorado,,,Dinosaur,7.00%,Dinosaur,
Colorado,,,Dinosaur,4.90%,Moffat County Local Marketing District,
Colorado,,,Hamilton,4.90%,Moffat County Local Marketing District,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Montezuma County,7.35%,Cortez,7.35%,Cortez,
Colorado,,,Dolores,3.30%,Montezuma County,
Colorado,,,Mancos,3.30%,Montezuma County,
Colorado,,,Towaoc,3.30%,Montezuma County,
Colorado,,,Lewis,3.30%,Montezuma County,
Colorado,,,Pleasant View,3.30%,Montezuma County,
Colorado,,,Yellow Jacket,3.30%,Montezuma County,
Colorado,,,Mesa Verde National Park,3.30%,Montezuma County,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Montrose County,8.65%,Montrose,8.53%,Montrose,
Colorado,,,Montrose,4.65%,Montrose County,
Colorado,,,Olathe,4.65%,Montrose County,
Colorado,,,Crawford,5.70%,Delta,
Colorado,,,Nucla,4.65%,Montrose County,
Colorado,,,Naturita,8.65%,Naturita,
Colorado,,,Bedrock,4.65%,Montrose County,
Colorado,,,Paradox,4.65%,Montrose County,
Colorado,,,Redvale,4.65%,Montrose County,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Morgan County,7.90%,Fort Morgan,6.90%,Fort Morgan,
Colorado,,,Brush,6.90%,Brush,
Colorado,,,Wiggins,2.90%,Morgan County,
Colorado,,,Weldona,2.90%,Morgan County,
Colorado,,,Log Lane Village,5.90%,Log Lane Village,
Colorado,,,Snyder,2.90%,Morgan County,
Colorado,,,Orchard,2.90%,Morgan County,
Colorado,,,Hillrose,2.90%,Hillrose,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Otero County,7.90%,La Junta,7.90%,La Junta,
Colorado,,,Rocky Ford,7.90%,Rocky Ford,
Colorado,,,Fowler,6.90%,Fowler,
Colorado,,,Manzanola,3.90%,Otero County,
Colorado,,,Swink,3.90%,Swink,
Colorado,,,Cheraw,3.90%,Cheraw,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Ouray County,9.45%,Ridgway,5.45%,Ouray County,
Colorado,,,Ouray,9.45%,Ouray,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Park County,7.90%,Bailey,3.90%,Park County,
Colorado,,,Fairplay,4.90%,Park Co South Park Hsd,
Colorado,,,Lake George,4.40%,Park,
Colorado,,,Hartsel,4.90%,Park Co South Park Hsd,
Colorado,,,Guffey,3.90%,Park County,
Colorado,,,Alma,7.90%,Alma,
Colorado,,,Como,4.90%,Park Co South Park Hsd,
Colorado,,,Grant,3.90%,Park County,
Colorado,,,Shawnee,3.90%,Park County,
Colorado,,,Jefferson,4.90%,Park Co South Park Hsd,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Phillips County,7.40%,Holyoke,5.40%,Holyoke,
Colorado,,,Haxtun,7.40%,Haxtun,
Colorado,,,Paoli,3.90%,Paoli,
Colorado,,,Amherst,3.90%,Phillips County,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Pitkin County,10.40%,Carbondale,8.40%,Carbondale,
Colorado,,,Aspen,9.30%,Aspen,
Colorado,,,Snowmass Village,10.40%,Snowmass Village,
Colorado,,,Snowmass,6.90%,Pitkin Co Remainder,
Colorado,,,Woody Creek,6.90%,Pitkin Co Remainder,
Colorado,,,Meredith,6.90%,Pitkin Co Remainder,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Prowers County,6.90%,Lamar,6.90%,Lamar,
Colorado,,,Holly,3.90%,Prowers County,
Colorado,,,Wiley,3.90%,Prowers County,
Colorado,,,Granada,5.90%,Granada,
Colorado,,,Hartman,3.90%,Prowers County,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Pueblo County,7.60%,Pueblo,7.60%,Pueblo,
Colorado,,,Pueblo,3.90%,Pueblo County,
Colorado,,,Colorado City,3.90%,Pueblo County,
Colorado,,,Rye,3.90%,Pueblo County,
Colorado,,,Avondale,3.90%,Pueblo County,
Colorado,,,Beulah,3.90%,Pueblo County,
Colorado,,,Boone,3.90%,Pueblo County,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Rio Blanco County,6.50%,Meeker,7%,Meeker,
Colorado,,,Rangely,7%,Rangely,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Rio Grande County,8.50%,Monte Vista,8.50%,Monte Vista,
Colorado,,,Del Norte,7.50%,Del Norte,
Colorado,,,South Fork,5.50%,Rio Grande County,
Colorado,,,Homelake,5.50%,Rio Grande County,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Routt County,8.40%,Steamboat Springs,8.40%,Steamboat Springs Local Marketing District,
Colorado,,,Steamboat Springs,8.40%,Steamboat Springs,
Colorado,,,Hayden,3.90%,Routt County,
Colorado,,,Oak Creek,3.90%,Routt County,
Colorado,,,Clark,3.90%,Routt County,
Colorado,,,Yampa,5.90%,Yampa,
Colorado,,,Toponas,3.90%,Routt County,
Colorado,,,Phippsburg,3.90%,Routt County,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Saguache County,9.40%,Center,5.40%,Saguache County,
Colorado,,,Crestone,8.90%,Crestone,
Colorado,,,Saguache,9.40%,Saguache,
Colorado,,,Moffat,5.40%,Saguache County,
Colorado,,,Sargents,5.40%,Saguache County,
Colorado,,,Villa Grove,5.40%,Saguache County,
Colorado,,,,,,
Colorado,,,,,,
Colorado,San Juan County,10.40%,Silverton,10.40%,Silverton,
Colorado,,,,,,
Colorado,,,,,,
Colorado,San Miguel County,8.65%,Telluride,8.65%,Mountain Village,
Colorado,,,Norwood,6.90%,Norwood,
Colorado,,,Egnar,3.90%,San Miguel County,
Colorado,,,Ophir,4.15%,San Miguel Co Rta,
Colorado,,,Placerville,4.15%,San Miguel Co Rta,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Sedgwick County,6.90%,Julesburg,6.90%,Julesburg,
Colorado,,,Ovid,5.90%,Sedgwick County,
Colorado,,,Sedgwick,5.90%,Sedgwick County,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Summit County,8.88%,Breckenridge,8.88%,Breckenridge,
Colorado,,,Dillon,6.38%,Summit County,
Colorado,,,Silverthorne,8.38%,Silverthorne,
Colorado,,,Frisco,8.38%,Frisco,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Teller County,8.49%,Woodland Park,8.49%,Woodland Park,
Colorado,,,Florissant,4.40%,Teller,
Colorado,,,Divide,4.40%,Teller,
Colorado,,,Cripple Creek,3.90%,Teller County,
Colorado,,,Victor,6.90%,Victor,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Washington County,6.90%,Akron,6.90%,Akron,
Colorado,,,Otis,4.40%,Washington County,
Colorado,,,Cope,4.40%,Washington County,
Colorado,,,Anton,4.40%,Washington County,
Colorado,,,Lindon,4.40%,Washington County,
Colorado,,,Woodrow,4.40%,Washington County,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Weld County,7.40%,Greeley,7.01%,Greeley,
Colorado,,,Windsor,6.85%,Windsor,
Colorado,,,Erie,7.40%,Erie (Weld Co),
Colorado,,,Evans,7.40%,Evans,
Colorado,,,Fort Lupton,6.90%,Fort Lupton,
Colorado,,,Johnstown,6.40%,Johnstown,
Colorado,,,Eaton,5.90%,Eaton,
Colorado,,,Milliken,5.40%,Milliken,
Colorado,,,Platteville,2.90%,Weld County,
Colorado,,,Frederick,6.40%,Frederick,
Colorado,,,Dacono,5.90%,Dacono,
Colorado,,,Mead,4.90%,Mead,
Colorado,,,Hudson,2.90%,Weld County,
Colorado,,,La Salle,2.90%,Weld County,
Colorado,,,Kersey,2.90%,Weld County,
Colorado,,,Keenesburg,2.90%,Weld County,
Colorado,,,Ault,2.90%,Weld County,
Colorado,,,Firestone,6.50%,Firestone,
Colorado,,,Pierce,4.90%,Pierce,
Colorado,,,Gilcrest,6.90%,Gilcrest,
Colorado,,,Gill,2.90%,Weld County,
Colorado,,,Nunn,4.90%,Nunn,
Colorado,,,Briggsdale,2.90%,Weld County,
Colorado,,,Carr,2.90%,Weld County,
Colorado,,,Grover,2.90%,Weld County,
Colorado,,,Roggen,2.90%,Weld County,
Colorado,,,Galeton,2.90%,Weld County,
Colorado,,,Lucerne,2.90%,Weld County,
Colorado,,,Hereford,2.90%,Weld County,
Colorado,,,Stoneham,2.90%,Weld County,
Colorado,,,Severance,5.90%,Severance,
Colorado,,,New Raymer,2.90%,Weld County,
Colorado,,,,,,
Colorado,,,,,,
Colorado,Yuma County,5.90%,Yuma,5.90%,Yuma,
Colorado,,,Wray,5.40%,Wray,
Colorado,,,Joes,2.90%,Yuma County,
Colorado,,,Kirk,2.90%,Yuma County,
Colorado,,,Eckley,2.90%,Yuma County,
Colorado,,,Idalia,2.90%,Yuma County,
Colorado,,,Vernon,2.90%,Yuma County,
,,,,,,
,,,,,,
Connecticut,Fairfield County,6.35%,Stamford,6.35%,Connecticut,
Connecticut,,,Bridgeport,6.35%,Connecticut,
Connecticut,,,Norwalk,6.35%,Connecticut,
Connecticut,,,Danbury,6.35%,Connecticut,
Connecticut,,,Stratford,6.35%,Connecticut,
Connecticut,,,Fairfield,6.35%,Connecticut,
Connecticut,,,Shelton,6.35%,Connecticut,
Connecticut,,,Greenwich,6.35%,Connecticut,
Connecticut,,,Trumbull,6.35%,Connecticut,
Connecticut,,,Westport,6.35%,Connecticut,
Connecticut,,,Ridgefield,6.35%,Connecticut,
Connecticut,,,Darien,6.35%,Connecticut,
Connecticut,,,New Canaan,6.35%,Connecticut,
Connecticut,,,Monroe,6.35%,Connecticut,
Connecticut,,,Wilton,6.35%,Connecticut,
Connecticut,,,Bethel,6.35%,Connecticut,
Connecticut,,,Brookfield,6.35%,Connecticut,
Connecticut,,,Newtown,6.35%,Connecticut,
Connecticut,,,New Fairfield,6.35%,Connecticut,
Connecticut,,,Sandy Hook,6.35%,Connecticut,
Connecticut,,,Weston,6.35%,Connecticut,
Connecticut,,,Redding,6.35%,Connecticut,
Connecticut,,,Riverside,6.35%,Connecticut,
Connecticut,,,Easton,6.35%,Connecticut,
Connecticut,,,Old Greenwich,6.35%,Connecticut,
Connecticut,,,Cos Cob,6.35%,Connecticut,
Connecticut,,,Southport,6.35%,Connecticut,
Connecticut,,,Sherman,6.35%,Connecticut,
Connecticut,,,Botsford,6.35%,Connecticut,
Connecticut,,,Stevenson,6.35%,Connecticut,
Connecticut,,,Georgetown,6.35%,Connecticut,
Connecticut,,,Hawleyville,6.35%,Connecticut,
Connecticut,,,Greens Farms,6.35%,Connecticut,
Connecticut,,,Redding Ridge,6.35%,Connecticut,
Connecticut,,,Redding Center,6.35%,Connecticut,
Connecticut,,,,,,
Connecticut,,,,,,
Connecticut,Hartford County,6.35%,Hartford,6.35%,Connecticut,
Connecticut,,,West Hartford,6.35%,Connecticut,
Connecticut,,,New Britain,6.35%,Connecticut,
Connecticut,,,Bristol,6.35%,Connecticut,
Connecticut,,,Manchester,6.35%,Connecticut,
Connecticut,,,East Hartford,6.35%,Connecticut,
Connecticut,,,Enfield,6.35%,Connecticut,
Connecticut,,,Southington,6.35%,Connecticut,
Connecticut,,,Newington,6.35%,Connecticut,
Connecticut,,,Windsor,6.35%,Connecticut,
Connecticut,,,Glastonbury,6.35%,Connecticut,
Connecticut,,,Wethersfield,6.35%,Connecticut,
Connecticut,,,South Windsor,6.35%,Connecticut,
Connecticut,,,Bloomfield,6.35%,Connecticut,
Connecticut,,,Berlin,6.35%,Connecticut,
Connecticut,,,Rocky Hill,6.35%,Connecticut,
Connecticut,,,Avon,6.35%,Connecticut,
Connecticut,,,Farmington,6.35%,Connecticut,
Connecticut,,,Plainville,6.35%,Connecticut,
Connecticut,,,Simsbury,6.35%,Connecticut,
Connecticut,,,Windsor Locks,6.35%,Connecticut,
Connecticut,,,Suffield,6.35%,Connecticut,
Connecticut,,,Canton,6.35%,Connecticut,
Connecticut,,,Plantsville,6.35%,Connecticut,
Connecticut,,,Burlington,6.35%,Connecticut,
Connecticut,,,Granby,6.35%,Connecticut,
Connecticut,,,Unionville,6.35%,Connecticut,
Connecticut,,,Marlborough,6.35%,Connecticut,
Connecticut,,,Broad Brook,6.35%,Connecticut,
Connecticut,,,South Glastonbury,6.35%,Connecticut,
Connecticut,,,East Granby,6.35%,Connecticut,
Connecticut,,,East Windsor,6.35%,Connecticut,
Connecticut,,,West Simsbury,6.35%,Connecticut,
Connecticut,,,West Suffield,6.35%,Connecticut,
Connecticut,,,Weatogue,6.35%,Connecticut,
Connecticut,,,North Granby,6.35%,Connecticut,
Connecticut,,,East Hartland,6.35%,Connecticut,
Connecticut,,,East Berlin,6.35%,Connecticut,
Connecticut,,,Tariffville,6.35%,Connecticut,
Connecticut,,,West Granby,6.35%,Connecticut,
Connecticut,,,Riverton,6.35%,Connecticut,
Connecticut,,,Marion,6.35%,Connecticut,
Connecticut,,,Milldale,6.35%,Connecticut,
Connecticut,,,Poquonock,6.35%,Connecticut,
Connecticut,,,Collinsville,6.35%,Connecticut,
Connecticut,,,North Canton,6.35%,Connecticut,
Connecticut,,,Canton Center,6.35%,Connecticut,
Connecticut,,,West Hartland,6.35%,Connecticut,
Connecticut,,,East Glastonbury,6.35%,Connecticut,
Connecticut,,,East Windsor Hill,6.35%,Connecticut,
Connecticut,,,,,,
Connecticut,,,,,,
Connecticut,Litchfield County,6.35%,Torrington,6.35%,Connecticut,
Connecticut,,,New Milford,6.35%,Connecticut,
Connecticut,,,Watertown,6.35%,Connecticut,
Connecticut,,,Winsted,6.35%,Connecticut,
Connecticut,,,Woodbury,6.35%,Connecticut,
Connecticut,,,Terryville,6.35%,Connecticut,
Connecticut,,,Oakville,6.35%,Connecticut,
Connecticut,,,Thomaston,6.35%,Connecticut,
Connecticut,,,New Hartford,6.35%,Connecticut,
Connecticut,,,Litchfield,6.35%,Connecticut,
Connecticut,,,Harwinton,6.35%,Connecticut,
Connecticut,,,Bethlehem,6.35%,Connecticut,
Connecticut,,,Barkhamsted,6.35%,Connecticut,
Connecticut,,,Goshen,6.35%,Connecticut,
Connecticut,,,Canaan,6.35%,Connecticut,
Connecticut,,,Plymouth,6.35%,Connecticut,
Connecticut,,,Roxbury,6.35%,Connecticut,
Connecticut,,,Sharon,6.35%,Connecticut,
Connecticut,,,Kent,6.35%,Connecticut,
Connecticut,,,Lakeville,6.35%,Connecticut,
Connecticut,,,Morris,6.35%,Connecticut,
Connecticut,,,Bridgewater,6.35%,Connecticut,
Connecticut,,,New Preston Marble Dale,6.35%,Connecticut,
Connecticut,,,Norfolk,6.35%,Connecticut,
Connecticut,,,Cornwall Bridge,6.35%,Connecticut,
Connecticut,,,Salisbury,6.35%,Connecticut,
Connecticut,,,Bantam,6.35%,Connecticut,
Connecticut,,,Northfield,6.35%,Connecticut,
Connecticut,,,Washington Depot,6.35%,Connecticut,
Connecticut,,,Falls Village,6.35%,Connecticut,
Connecticut,,,Gaylordsville,6.35%,Connecticut,
Connecticut,,,Washington,6.35%,Connecticut,
Connecticut,,,West Cornwall,6.35%,Connecticut,
Connecticut,,,Colebrook,6.35%,Connecticut,
Connecticut,,,South Kent,6.35%,Connecticut,
Connecticut,,,East Canaan,6.35%,Connecticut,
Connecticut,,,Taconic,6.35%,Connecticut,
Connecticut,,,Cornwall,6.35%,Connecticut,
Connecticut,,,Lakeside,6.35%,Connecticut,
Connecticut,,,Pequabuck,6.35%,Connecticut,
Connecticut,,,Pine Meadow,6.35%,Connecticut,
Connecticut,,,,,,
Connecticut,,,,,,
Connecticut,Middlesex County,6.35%,Middletown,6.35%,Connecticut,
Connecticut,,,Cromwell,6.35%,Connecticut,
Connecticut,,,Clinton,6.35%,Connecticut,
Connecticut,,,East Hampton,6.35%,Connecticut,
Connecticut,,,Old Saybrook,6.35%,Connecticut,
Connecticut,,,Portland,6.35%,Connecticut,
Connecticut,,,Durham,6.35%,Connecticut,
Connecticut,,,Westbrook,6.35%,Connecticut,
Connecticut,,,Killingworth,6.35%,Connecticut,
Connecticut,,,Higganum,6.35%,Connecticut,
Connecticut,,,East Haddam,6.35%,Connecticut,
Connecticut,,,Deep River,6.35%,Connecticut,
Connecticut,,,Chester,6.35%,Connecticut,
Connecticut,,,Essex,6.35%,Connecticut,
Connecticut,,,Middlefield,6.35%,Connecticut,
Connecticut,,,Moodus,6.35%,Connecticut,
Connecticut,,,Ivoryton,6.35%,Connecticut,
Connecticut,,,Haddam,6.35%,Connecticut,
Connecticut,,,Rockfall,6.35%,Connecticut,
Connecticut,,,Centerbrook,6.35%,Connecticut,
Connecticut,,,Cobalt,6.35%,Connecticut,
Connecticut,,,Middle Haddam,6.35%,Connecticut,
Connecticut,,,,,,
Connecticut,,,,,,
Connecticut,New Haven County,6.35%,Waterbury,6.35%,Connecticut,
Connecticut,,,New Haven,6.35%,Connecticut,
Connecticut,,,Meriden,6.35%,Connecticut,
Connecticut,,,Milford,6.35%,Connecticut,
Connecticut,,,Hamden,6.35%,Connecticut,
Connecticut,,,West Haven,6.35%,Connecticut,
Connecticut,,,Wallingford,6.35%,Connecticut,
Connecticut,,,Naugatuck,6.35%,Connecticut,
Connecticut,,,Branford,6.35%,Connecticut,
Connecticut,,,Cheshire,6.35%,Connecticut,
Connecticut,,,East Haven,6.35%,Connecticut,
Connecticut,,,North Haven,6.35%,Connecticut,
Connecticut,,,Guilford,6.35%,Connecticut,
Connecticut,,,Southbury,6.35%,Connecticut,
Connecticut,,,Madison,6.35%,Connecticut,
Connecticut,,,Ansonia,6.35%,Connecticut,
Connecticut,,,Wolcott,6.35%,Connecticut,
Connecticut,,,Seymour,6.35%,Connecticut,
Connecticut,,,Orange,6.35%,Connecticut,
Connecticut,,,Oxford,6.35%,Connecticut,
Connecticut,,,Derby,6.35%,Connecticut,
Connecticut,,,Woodbridge,6.35%,Connecticut,
Connecticut,,,Prospect,6.35%,Connecticut,
Connecticut,,,North Branford,6.35%,Connecticut,
Connecticut,,,Middlebury,6.35%,Connecticut,
Connecticut,,,Northford,6.35%,Connecticut,
Connecticut,,,Beacon Falls,6.35%,Connecticut,
Connecticut,,,Bethany,6.35%,Connecticut,
Connecticut,,,South Britain,6.35%,Connecticut,
Connecticut,,,,,,
Connecticut,,,,,,
Connecticut,New London County,6.35%,Norwich,6.35%,Connecticut,
Connecticut,,,Groton,6.35%,Connecticut,
Connecticut,,,New London,6.35%,Connecticut,
Connecticut,,,Colchester,6.35%,Connecticut,
Connecticut,,,Waterford,6.35%,Connecticut,
Connecticut,,,Jewett City,6.35%,Connecticut,
Connecticut,,,Mystic,6.35%,Connecticut,
Connecticut,,,Niantic,6.35%,Connecticut,
Connecticut,,,Uncasville,6.35%,Connecticut,
Connecticut,,,Old Lyme,6.35%,Connecticut,
Connecticut,,,Pawcatuck,6.35%,Connecticut,
Connecticut,,,Ledyard,6.35%,Connecticut,
Connecticut,,,Oakdale,6.35%,Connecticut,
Connecticut,,,Lebanon,6.35%,Connecticut,
